id,agv,initTime,assignTime,pickupTime,comepleteTime
9386,66,5412.352415,5412.4,5413.6,5419.3
9394,64,5412.352415,5412.4,5413.55,5419.75
9363,65,5395.206082,5395.25,5397.6,5419.95
9388,81,5412.352415,5412.4,5413.6,5420.15
9399,71,5412.352415,5412.4,5413.65,5420.6
9392,45,5412.352415,5412.4,5413.55,5421.05
9405,59,5412.352415,5412.4,5413.55,5421.35
9387,67,5412.352415,5412.4,5414.1,5421.9
9374,19,5404.594991,5404.6,5405.75,5422.25
9406,75,5412.352415,5412.4,5414.85,5422.45
9385,69,5412.352415,5412.4,5413.7,5422.9
9400,53,5412.352415,5412.4,5414.45,5423.45
9390,73,5412.352415,5412.4,5413.85,5424.1
9409,22,5413.876565,5413.9,5415.7,5424.2
9393,79,5412.352415,5412.4,5414.2,5424.65
9395,78,5412.352415,5412.4,5416.65,5425.15
9381,33,5408.382469,5408.4,5411.2,5425.85
9375,30,5404.627907,5404.65,5407.2,5426.0
9380,36,5406.833274,5406.85,5409.2,5426.1
9389,60,5412.352415,5412.4,5413.85,5426.9
9404,31,5412.352415,5412.4,5415.55,5427.1
9411,39,5416.366726,5416.4,5417.55,5428.0
9391,58,5412.352415,5412.4,5413.55,5428.3
9414,21,5418.179249,5418.2,5421.45,5429.2
9425,53,5425.489445,5425.5,5427.0,5430.0
9408,29,5413.080859,5413.1,5415.05,5430.15
9424,54,5425.167442,5425.2,5427.15,5430.4
9401,68,5412.352415,5412.4,5413.55,5431.0
9376,24,5405.301252,5405.35,5407.4,5431.3
9423,35,5425.040429,5425.05,5428.6,5432.55
9422,51,5425.008945,5425.05,5426.5,5432.7
9412,37,5417.60322,5417.65,5420.8,5433.8
9384,28,5411.807156,5411.85,5414.6,5434.55
9429,63,5426.452594,5426.5,5427.65,5434.6
9396,77,5412.352415,5412.4,5414.55,5434.75
9382,34,5408.768873,5408.8,5412.2,5434.8
9418,50,5422.426118,5422.45,5423.6,5435.0
9417,26,5421.615385,5421.65,5425.0,5435.25
9413,25,5417.893739,5417.9,5419.75,5435.3
9415,16,5420.040429,5420.05,5422.1,5435.4
9383,74,5409.405725,5409.45,5411.0,5435.95
9402,72,5412.352415,5412.4,5413.85,5436.05
9433,67,5427.767084,5427.8,5429.15,5436.4
9410,56,5415.057245,5415.1,5417.25,5436.8
9444,30,5430.471914,5430.5,5432.5,5437.5
9442,65,5429.486583,5429.5,5432.4,5437.7
9407,70,5412.352415,5412.4,5414.5,5437.75
9439,78,5428.989982,5429.0,5430.45,5438.0
9426,71,5425.588193,5425.6,5427.8,5438.25
9435,15,5428.257961,5428.3,5432.2,5438.9
9398,82,5412.352415,5412.4,5413.6,5439.95
9416,27,5420.178533,5420.2,5422.0,5440.6
9437,33,5428.366726,5428.4,5429.8,5440.95
9448,62,5432.259392,5432.3,5433.75,5441.8
9440,73,5428.989982,5429.0,5431.05,5441.8
9431,69,5427.51449,5427.55,5431.9,5442.4
9450,36,5433.60322,5433.65,5435.9,5442.7
9430,61,5426.574955,5426.6,5429.0,5442.7
9446,52,5431.605009,5431.65,5433.1,5442.85
9428,76,5426.372451,5426.4,5428.0,5443.55
9445,18,5430.626476,5430.65,5433.35,5444.25
9447,40,5431.828623,5431.85,5433.05,5444.5
9458,77,5438.93703,5438.95,5440.85,5444.85
9456,24,5438.588909,5438.6,5440.3,5444.9
9419,66,5424.69517,5424.7,5425.85,5444.9
9464,19,5439.963864,5440.0,5441.45,5445.05
9455,16,5438.311986,5438.35,5439.2,5445.5
9421,20,5424.899821,5424.9,5426.65,5445.55
9449,55,5433.444007,5433.45,5434.9,5445.8
9397,80,5412.352415,5412.4,5414.1,5445.8
9459,54,5439.070841,5439.1,5440.85,5446.0
9420,23,5424.816816,5424.85,5426.6,5446.15
9434,64,5428.032558,5428.05,5429.2,5446.25
9451,17,5434.43542,5434.45,5436.7,5446.8
9452,21,5435.52737,5435.55,5436.7,5447.95
9438,58,5428.444007,5428.45,5432.5,5448.25
9460,72,5439.234705,5439.25,5442.45,5448.85
9468,65,5440.72093,5440.75,5441.95,5448.9
9461,35,5439.635063,5439.65,5441.4,5449.15
9454,43,5438.189267,5438.2,5439.35,5449.75
9480,49,5444.798211,5444.8,5446.55,5450.15
9427,38,5426.194991,5426.2,5428.55,5450.25
9467,28,5440.348122,5440.35,5444.15,5450.45
9443,57,5430.127013,5430.15,5431.9,5450.75
9463,50,5439.852952,5439.9,5442.85,5450.85
9471,71,5442.277281,5442.3,5444.15,5450.9
9477,67,5444.103399,5444.15,5445.3,5451.35
9457,63,5438.864043,5438.9,5441.45,5452.4
9479,61,5444.533453,5444.55,5447.8,5452.7
9432,32,5427.727728,5427.75,5429.4,5453.0
9466,59,5440.184973,5440.2,5441.35,5453.1
9462,31,5439.73703,5439.75,5441.75,5453.8
9472,51,5442.303757,5442.35,5443.6,5453.95
9436,22,5428.263685,5428.3,5430.75,5454.9
9474,30,5442.601431,5442.65,5445.05,5456.05
9465,41,5440.108408,5440.15,5441.7,5456.15
9470,56,5442.244365,5442.25,5444.45,5456.9
9441,79,5429.459392,5429.5,5431.55,5457.3
9489,33,5451.245438,5451.25,5453.15,5458.15
9482,48,5445.185331,5445.2,5446.95,5458.45
9485,40,5448.617174,5448.65,5450.45,5459.0
9494,42,5452.97424,5453.0,5454.5,5459.1
9488,36,5450.630054,5450.65,5452.1,5460.05
9492,16,5451.72093,5451.75,5453.65,5460.65
9478,29,5444.405725,5444.45,5446.1,5461.0
9453,25,5437.253309,5437.3,5438.8,5461.1
9502,46,5455.605009,5455.65,5456.8,5461.1
9469,75,5441.434347,5441.45,5443.4,5461.75
9500,58,5454.778175,5454.8,5457.25,5461.8
9506,17,5457.578533,5457.6,5459.05,5461.85
9484,37,5446.594991,5446.6,5448.05,5462.3
9501,55,5454.932737,5454.95,5456.65,5462.8
9499,20,5454.720215,5454.75,5457.1,5463.2
9497,78,5454.598569,5454.6,5456.05,5463.6
9491,53,5451.610376,5451.65,5453.1,5464.9
9508,28,5457.759928,5457.8,5459.5,5465.1
9473,74,5442.550626,5442.6,5444.55,5465.55
9503,39,5456.281574,5456.3,5457.75,5465.75
9476,60,5444.103399,5444.15,5446.4,5466.2
9475,26,5442.871914,5442.9,5444.55,5466.4
9496,18,5454.234347,5454.25,5456.75,5466.7
9495,72,5453.897674,5453.9,5455.6,5466.7
9481,76,5445.035778,5445.05,5449.15,5467.95
9518,47,5464.271556,5464.3,5465.45,5468.25
9512,15,5459.336315,5459.35,5461.4,5468.4
9493,54,5452.245796,5452.25,5454.25,5470.4
9511,45,5458.355993,5458.4,5459.55,5471.95
9483,19,5446.038283,5446.05,5447.65,5472.25
9514,27,5460.821109,5460.85,5462.6,5472.55
9505,83,5456.594991,5456.6,5458.65,5473.25
9529,58,5468.989982,5469.0,5470.15,5473.45
9523,38,5466.645796,5466.65,5469.1,5473.65
9510,44,5458.296601,5458.3,5460.4,5473.7
9486,62,5449.880143,5449.9,5451.35,5473.7
9513,43,5459.383542,5459.4,5460.55,5474.05
9487,64,5450.605009,5450.65,5453.05,5474.85
9521,21,5466.115564,5466.15,5467.6,5475.4
9509,52,5458.184258,5458.2,5459.9,5475.85
9504,65,5456.30483,5456.35,5457.8,5476.7
9527,34,5468.046154,5468.05,5469.5,5477.25
9490,69,5451.401431,5451.45,5453.3,5477.6
9528,36,5468.436136,5468.45,5469.9,5479.25
9540,61,5473.444007,5473.45,5475.2,5480.4
9537,71,5473.195349,5473.2,5475.05,5480.6
9498,81,5454.690161,5454.7,5456.65,5480.6
9515,31,5462.004651,5462.05,5463.5,5480.75
9519,46,5464.385689,5464.4,5465.85,5481.35
9522,49,5466.539893,5466.55,5468.45,5481.4
9524,32,5467.202147,5467.25,5468.55,5482.0
9526,67,5467.950268,5468.0,5470.9,5483.05
9546,28,5477.893739,5477.9,5479.55,5483.35
9525,75,5467.857961,5467.9,5469.95,5483.35
9517,59,5464.141324,5464.15,5466.55,5483.75
9532,74,5470.337388,5470.35,5471.8,5484.2
9507,73,5457.60966,5457.65,5459.6,5484.7
9516,66,5462.09839,5462.1,5463.7,5485.4
9520,42,5465.058676,5465.1,5466.55,5485.6
9547,39,5478.968515,5479.0,5480.75,5485.75
9539,20,5473.442218,5473.45,5474.95,5485.8
9545,58,5477.799284,5477.8,5479.55,5485.85
9533,57,5470.6,5470.65,5472.45,5486.0
9538,63,5473.437925,5473.45,5474.9,5486.95
9531,41,5470.173882,5470.2,5472.4,5487.1
9556,25,5482.837209,5482.85,5484.3,5488.15
9548,35,5479.070841,5479.1,5480.95,5488.35
9551,38,5479.690519,5479.7,5480.85,5488.85
9535,40,5472.587835,5472.6,5474.15,5489.15
9560,21,5484.260823,5484.3,5485.45,5489.2
9544,18,5477.274776,5477.3,5479.05,5489.9
9534,50,5471.259034,5471.3,5472.85,5490.95
9549,22,5479.222898,5479.25,5480.65,5491.4
9554,29,5482.274776,5482.3,5483.6,5491.8
9536,56,5473.151699,5473.2,5475.05,5492.55
9555,33,5482.620036,5482.65,5484.1,5492.65
9541,26,5474.136315,5474.15,5476.4,5493.3
9566,60,5486.047585,5486.05,5489.95,5493.9
9550,51,5479.401431,5479.45,5480.9,5494.2
9542,24,5474.495528,5474.5,5475.65,5495.85
9571,72,5488.797496,5488.8,5489.95,5496.4
9553,54,5480.909123,5480.95,5482.9,5496.5
9530,23,5469.518426,5469.55,5471.3,5497.4
9574,39,5491.389267,5491.4,5493.45,5497.7
9552,47,5480.624687,5480.65,5482.1,5498.3
9567,61,5486.382469,5486.4,5489.05,5498.35
9577,71,5492.179606,5492.2,5493.35,5498.4
9563,19,5485.271556,5485.3,5488.45,5498.45
9579,25,5493.251521,5493.3,5494.75,5499.2
9557,34,5483.128086,5483.15,5483.75,5499.9
9575,62,5491.683363,5491.7,5494.65,5500.15
9558,53,5483.826834,5483.85,5485.45,5501.4
9569,43,5487.674776,5487.7,5489.2,5503.35
9568,44,5487.492308,5487.5,5490.0,5503.7
9561,55,5484.370662,5484.4,5486.5,5504.3
9570,79,5488.464043,5488.5,5489.95,5504.4
9543,80,5476.615385,5476.65,5478.1,5504.45
9565,37,5485.918784,5485.95,5487.9,5504.5
9562,27,5484.681574,5484.7,5486.15,5505.15
9585,32,5499.428623,5499.45,5501.0,5505.6
9578,38,5492.665474,5492.7,5495.8,5506.05
9573,58,5490.93059,5490.95,5493.15,5506.8
9586,49,5501.100894,5501.15,5502.3,5506.9
9559,30,5483.857961,5483.9,5485.05,5507.35
9564,36,5485.670483,5485.7,5487.55,5507.65
9590,22,5503.284794,5503.3,5504.6,5508.3
9576,82,5491.806082,5491.85,5493.0,5508.7
9595,52,5505.058676,5505.1,5506.55,5509.05
9596,18,5505.313059,5505.35,5506.8,5510.35
9572,78,5490.918784,5490.95,5492.3,5511.45
9584,35,5497.744186,5497.75,5499.5,5511.75
9587,46,5502.521646,5502.55,5504.3,5512.8
9588,70,5502.844007,5502.85,5504.3,5514.75
9583,45,5497.450447,5497.5,5499.0,5514.8
9581,26,5496.797496,5496.8,5497.95,5515.1
9582,33,5497.06941,5497.1,5498.25,5516.05
9589,31,5503.233274,5503.25,5505.0,5516.15
9592,28,5504.192129,5504.2,5505.65,5516.25
9598,81,5507.481932,5507.5,5509.25,5518.35
9580,20,5496.607871,5496.65,5498.1,5518.6
9593,29,5504.521288,5504.55,5506.0,5518.65
9591,50,5503.792129,5503.8,5505.9,5519.8
9599,25,5508.382469,5508.4,5510.45,5520.45
9602,42,5512.650805,5512.7,5513.85,5521.85
9601,24,5511.576744,5511.6,5514.5,5522.15
9604,22,5515.027907,5515.05,5517.4,5522.5
9594,77,5504.840429,5504.85,5506.45,5524.35
9606,21,5516.989982,5517.0,5519.2,5524.65
9597,34,5505.353131,5505.4,5506.55,5525.5
9605,40,5516.102326,5516.15,5517.65,5527.3
9609,60,5518.002862,5518.05,5519.2,5527.8
9603,41,5514.555635,5514.6,5516.05,5528.8
9607,38,5517.463685,5517.5,5518.95,5529.1
9613,82,5524.405725,5524.45,5525.6,5529.3
9612,35,5520.410733,5520.45,5523.55,5529.65
9611,32,5520.259392,5520.3,5522.85,5530.6
9600,80,5510.222898,5510.25,5512.75,5530.95
9615,30,5525.267621,5525.3,5527.9,5532.9
9617,71,5528.449016,5528.45,5529.6,5534.5
9614,27,5524.499821,5524.5,5525.95,5535.5
9622,57,5533.192844,5533.2,5534.35,5538.05
9619,25,5528.848301,5528.85,5530.0,5539.4
9616,47,5527.274776,5527.3,5528.45,5539.8
9610,19,5519.103399,5519.15,5521.9,5540.6
9623,22,5534.454741,5534.5,5535.65,5540.7
9621,26,5531.60322,5531.65,5533.45,5541.95
9608,72,5517.521646,5517.55,5518.7,5541.95
9626,81,5540.139893,5540.15,5541.3,5544.35
9624,18,5535.139893,5535.15,5536.6,5544.5
9625,43,5537.73703,5537.75,5538.9,5548.85
9620,21,5529.103399,5529.15,5530.3,5549.1
9618,17,5528.826834,5528.85,5530.4,5552.4
9637,69,5549.155277,5549.2,5550.35,5555.4
9636,14,5548.454383,5548.5,5550.9,5557.3
9631,22,5546.49839,5546.5,5547.95,5557.95
9629,68,5541.580322,5541.6,5542.75,5558.3
9633,16,5548.064043,5548.1,5549.85,5559.55
9644,73,5556.09195,5556.1,5557.25,5560.6
9639,65,5556.09195,5556.1,5557.3,5561.35
9638,53,5554.118068,5554.15,5555.3,5561.6
9628,63,5540.995349,5541.0,5542.15,5561.75
9670,44,5556.462612,5556.5,5557.95,5562.55
9646,80,5556.09195,5556.1,5557.25,5562.95
9630,20,5542.141682,5542.15,5543.3,5563.0
9656,75,5556.09195,5556.1,5559.25,5563.3
9665,66,5556.09195,5556.1,5557.75,5563.55
9653,85,5556.09195,5556.1,5559.7,5563.75
9642,77,5556.09195,5556.1,5557.25,5564.05
9632,46,5546.772809,5546.8,5547.95,5564.6
9647,62,5556.09195,5556.1,5557.85,5564.6
9641,64,5556.09195,5556.1,5559.75,5564.65
9655,71,5556.09195,5556.1,5557.25,5564.95
9673,57,5560.040429,5560.05,5561.4,5565.05
9668,60,5556.09195,5556.1,5557.55,5566.7
9645,49,5556.09195,5556.1,5557.25,5567.5
9671,38,5558.100894,5558.15,5559.3,5567.65
9649,82,5556.09195,5556.1,5557.25,5567.95
9635,78,5548.382469,5548.4,5549.55,5568.0
9627,23,5540.211449,5540.25,5541.4,5568.05
9662,67,5556.09195,5556.1,5561.25,5568.3
9650,76,5556.09195,5556.1,5557.25,5570.85
9634,15,5548.382469,5548.4,5550.45,5571.05
9675,61,5564.080501,5564.1,5567.35,5571.3
9648,79,5556.09195,5556.1,5557.55,5571.6
9661,17,5556.09195,5556.1,5559.7,5572.35
9669,92,5556.09195,5556.1,5563.0,5572.4
9667,91,5556.09195,5556.1,5563.0,5572.85
9677,25,5565.918784,5565.95,5567.7,5572.9
9640,24,5556.09195,5556.1,5557.25,5573.65
9659,74,5556.09195,5556.1,5558.05,5573.75
9657,45,5556.09195,5556.1,5557.55,5573.9
9678,85,5566.572809,5566.6,5568.65,5574.75
9682,36,5569.154562,5569.2,5570.35,5575.4
9643,81,5556.09195,5556.1,5557.25,5575.85
9679,75,5568.131306,5568.15,5570.0,5576.1
9705,22,5573.349553,5573.35,5575.1,5578.2
9663,88,5556.09195,5556.1,5564.75,5578.5
9681,48,5569.001431,5569.05,5570.2,5578.85
9686,55,5570.127728,5570.15,5571.3,5579.05
9676,73,5565.117352,5565.15,5566.6,5579.05
9674,69,5560.958497,5561.0,5566.05,5579.35
9660,70,5556.09195,5556.1,5559.1,5579.7
9690,65,5571.067979,5571.1,5573.65,5579.95
9664,89,5556.09195,5556.1,5562.55,5580.0
9683,72,5569.76136,5569.8,5572.4,5580.15
9672,39,5559.103399,5559.15,5560.3,5580.45
9666,90,5556.09195,5556.1,5564.6,5581.25
9708,58,5573.991055,5574.0,5576.65,5581.55
9694,80,5571.759928,5571.8,5574.9,5581.9
9689,31,5570.935599,5570.95,5572.1,5582.1
9695,82,5572.030411,5572.05,5574.5,5582.1
9680,56,5568.958497,5569.0,5570.15,5582.2
9696,60,5572.071914,5572.1,5577.2,5582.55
9700,61,5572.698032,5572.7,5575.1,5582.6
9699,23,5572.418962,5572.45,5577.85,5582.85
9692,46,5571.476565,5571.5,5573.9,5583.1
9658,87,5556.09195,5556.1,5563.85,5583.2
9704,51,5573.22898,5573.25,5574.4,5583.55
9701,54,5572.730948,5572.75,5575.35,5584.0
9688,62,5570.844723,5570.85,5572.0,5584.15
9703,59,5573.040787,5573.05,5575.85,5585.15
9709,57,5574.051163,5574.1,5577.65,5585.9
9651,83,5556.09195,5556.1,5558.15,5586.1
9707,19,5573.66297,5573.7,5575.15,5586.15
9685,50,5570.001073,5570.05,5571.5,5586.15
9698,67,5572.408229,5572.45,5574.35,5586.35
9687,64,5570.748837,5570.75,5572.0,5586.45
9712,49,5577.906619,5577.95,5579.4,5586.5
9691,77,5571.4,5571.45,5573.2,5586.8
9711,52,5576.574597,5576.6,5578.35,5586.85
9713,76,5578.481216,5578.5,5580.9,5587.1
9718,43,5582.582111,5582.6,5583.75,5588.0
9684,66,5569.971735,5570.0,5571.15,5589.0
9654,86,5556.09195,5556.1,5561.9,5589.4
9715,33,5580.87907,5580.9,5582.05,5589.6
9717,44,5581.866547,5581.9,5583.45,5589.65
9716,75,5581.510197,5581.55,5583.3,5589.65
9725,74,5583.847227,5583.85,5585.8,5589.9
9723,36,5583.556708,5583.6,5585.25,5590.15
9706,53,5573.411449,5573.45,5575.85,5590.5
9702,68,5572.793202,5572.8,5578.7,5590.6
9714,24,5579.596064,5579.6,5581.5,5590.75
9710,92,5574.456172,5574.5,5578.25,5591.65
9729,65,5585.320572,5585.35,5587.25,5591.85
9652,84,5556.09195,5556.1,5561.65,5592.15
9735,61,5586.33381,5586.35,5589.1,5592.8
9721,79,5583.321288,5583.35,5585.4,5593.9
9724,63,5583.561002,5583.6,5585.35,5594.15
9722,47,5583.528801,5583.55,5585.6,5594.2
9730,42,5585.448658,5585.45,5587.3,5594.3
9727,54,5585.01288,5585.05,5587.1,5595.85
9741,87,5589.155277,5589.2,5590.95,5596.35
9728,45,5585.095886,5585.1,5588.0,5596.45
9744,49,5589.918068,5589.95,5592.2,5596.95
9719,58,5582.783184,5582.8,5585.15,5597.7
9693,71,5571.611091,5571.65,5574.0,5597.7
9745,77,5590.116995,5590.15,5592.25,5598.35
9731,72,5585.525939,5585.55,5587.8,5598.6
9720,32,5582.839714,5582.85,5584.0,5598.65
9747,57,5593.804293,5593.85,5596.25,5599.35
9697,15,5572.298748,5572.3,5575.05,5600.05
9736,60,5586.676565,5586.7,5588.95,5600.2
9751,52,5594.469767,5594.5,5595.75,5600.35
9752,35,5595.377102,5595.4,5596.55,5600.45
9749,56,5594.100537,5594.15,5596.45,5600.9
9750,22,5594.103399,5594.15,5595.6,5601.05
9740,51,5588.557066,5588.6,5590.65,5601.25
9738,48,5587.276923,5587.3,5589.65,5601.6
9746,43,5590.738104,5590.75,5592.2,5603.2
9754,44,5596.691592,5596.7,5598.15,5603.2
9726,89,5584.977102,5585.0,5586.85,5603.75
9733,55,5585.857961,5585.9,5587.55,5604.3
9762,65,5598.914132,5598.95,5600.4,5604.6
9748,40,5593.913059,5593.95,5595.1,5605.1
9743,46,5589.747764,5589.75,5591.2,5605.75
9771,36,5600.408229,5600.45,5601.6,5606.1
9753,17,5595.503757,5595.55,5596.7,5606.3
9756,61,5597.170304,5597.2,5598.65,5606.55
9734,90,5586.069767,5586.1,5589.2,5606.7
9765,75,5599.411449,5599.45,5600.6,5607.3
9770,50,5600.332379,5600.35,5601.5,5607.55
9764,53,5599.401431,5599.45,5602.1,5607.7
9767,54,5600.012522,5600.05,5601.5,5608.2
9742,62,5589.362791,5589.4,5593.95,5608.6
9766,67,5599.550984,5599.6,5600.75,5608.65
9763,64,5599.347764,5599.35,5601.7,5609.0
9755,30,5596.806798,5596.85,5598.0,5609.35
9760,59,5598.227191,5598.25,5600.35,5609.35
9780,31,5605.079428,5605.1,5606.75,5610.15
9768,77,5600.089088,5600.1,5605.8,5610.2
9737,81,5586.808945,5586.85,5589.05,5610.25
9776,86,5603.867979,5603.9,5606.6,5610.85
9769,49,5600.142039,5600.15,5601.75,5611.55
9784,29,5607.767084,5607.8,5608.95,5611.75
9759,41,5597.81932,5597.85,5600.0,5612.0
9777,37,5604.061896,5604.1,5605.25,5612.1
9778,52,5604.363864,5604.4,5607.65,5612.15
9758,92,5597.545975,5597.55,5600.1,5613.1
9772,66,5600.977102,5601.0,5604.4,5613.4
9732,23,5585.645438,5585.65,5589.2,5613.6
9774,34,5601.574597,5601.6,5603.1,5614.55
9739,78,5588.259034,5588.3,5589.75,5615.55
9761,28,5598.788193,5598.8,5601.05,5615.65
9757,73,5597.4,5597.45,5598.6,5616.0
9787,27,5607.99678,5608.0,5609.45,5616.4
9792,65,5610.856887,5610.9,5612.8,5616.95
9788,51,5608.89839,5608.9,5610.05,5618.25
9782,35,5606.376744,5606.4,5608.45,5618.3
9783,70,5606.650447,5606.7,5608.45,5618.5
9779,38,5604.502683,5604.55,5606.05,5619.0
9791,48,5610.305188,5610.35,5612.1,5619.15
9773,39,5600.979249,5601.0,5602.45,5620.25
9785,33,5607.880143,5607.9,5609.35,5620.35
9789,71,5608.975671,5609.0,5611.25,5620.65
9775,47,5601.786404,5601.8,5603.85,5620.8
9794,58,5611.601073,5611.65,5614.0,5621.1
9781,82,5605.918784,5605.95,5607.7,5621.1
9797,50,5612.659392,5612.7,5615.55,5622.25
9786,56,5607.898032,5607.9,5610.05,5622.25
9807,18,5615.597496,5615.6,5616.75,5622.65
9805,25,5614.265116,5614.3,5615.45,5622.85
9806,30,5614.320215,5614.35,5617.25,5622.85
9804,60,5614.103399,5614.15,5615.6,5622.9
9796,36,5612.132737,5612.15,5613.6,5623.2
9802,57,5613.448658,5613.45,5614.6,5624.4
9795,44,5612.054741,5612.1,5613.45,5624.95
9799,63,5612.803936,5612.85,5614.9,5625.15
9801,42,5613.347048,5613.35,5616.0,5625.25
9811,22,5619.054383,5619.1,5620.25,5625.8
9810,29,5618.011091,5618.05,5620.0,5625.8
9793,26,5611.200358,5611.25,5613.0,5626.45
9803,40,5613.991055,5614.0,5616.75,5627.55
9809,66,5617.030054,5617.05,5621.05,5628.7
9820,54,5624.964937,5625.0,5626.15,5629.2
9790,43,5610.267263,5610.3,5611.9,5629.65
9800,37,5613.302683,5613.35,5615.3,5630.0
9814,53,5621.491592,5621.5,5622.65,5630.3
9798,45,5612.713775,5612.75,5616.05,5631.15
9813,64,5621.376744,5621.4,5622.55,5631.65
9815,31,5622.155635,5622.2,5623.35,5632.0
9812,24,5621.084436,5621.1,5622.25,5633.0
9826,32,5626.883363,5626.9,5628.05,5633.2
9830,35,5629.274061,5629.3,5631.2,5634.5
9824,55,5626.290877,5626.3,5627.45,5634.5
9833,28,5630.906977,5630.95,5632.1,5634.6
9822,23,5625.410733,5625.45,5626.9,5634.9
9808,89,5616.233631,5616.25,5618.85,5634.95
9823,34,5626.207871,5626.25,5627.7,5636.9
9831,38,5630.189982,5630.2,5632.1,5636.9
9817,21,5623.31127,5623.35,5624.5,5637.7
9818,75,5623.345617,5623.35,5624.5,5638.35
9840,19,5634.765295,5634.8,5635.95,5639.35
9819,41,5624.925581,5624.95,5626.7,5639.4
9836,22,5632.229338,5632.25,5634.0,5639.6
9838,30,5633.175671,5633.2,5635.1,5639.8
9829,78,5629.231127,5629.25,5631.65,5640.75
9816,17,5623.220394,5623.25,5624.7,5641.25
9835,48,5632.204293,5632.25,5634.1,5641.65
9827,33,5627.972451,5628.0,5630.3,5642.85
9821,16,5625.193202,5625.2,5626.65,5643.0
9825,65,5626.450447,5626.5,5628.05,5643.2
9843,68,5636.939177,5636.95,5638.1,5643.55
9828,46,5628.252952,5628.3,5630.05,5645.1
9837,36,5632.631485,5632.65,5634.6,5645.8
9841,29,5635.496959,5635.5,5637.15,5647.1
9834,18,5631.794275,5631.8,5633.25,5647.45
9848,53,5639.598211,5639.6,5640.75,5647.5
9839,27,5633.641145,5633.65,5635.75,5648.45
9853,40,5641.47585,5641.5,5645.45,5648.45
9850,47,5640.093381,5640.1,5641.25,5649.45
9849,19,5640.007513,5640.05,5644.35,5649.55
9832,25,5630.257961,5630.3,5631.95,5649.55
9846,15,5639.181753,5639.2,5640.95,5650.45
9851,44,5640.713775,5640.75,5641.9,5651.55
9860,31,5646.257961,5646.3,5648.8,5651.6
9854,67,5641.605009,5641.65,5643.1,5651.6
9856,23,5642.418247,5642.45,5644.35,5651.95
9845,32,5639.180322,5639.2,5641.25,5652.35
9857,14,5643.681216,5643.7,5646.05,5652.75
9859,52,5645.009302,5645.05,5646.5,5653.65
9847,20,5639.444365,5639.45,5641.2,5654.7
9864,66,5649.103399,5649.15,5650.6,5656.2
9842,35,5636.605009,5636.65,5638.0,5657.0
9852,24,5641.318426,5641.35,5642.5,5657.15
9867,68,5651.090877,5651.1,5652.75,5658.65
9866,30,5650.510555,5650.55,5652.6,5658.7
9844,28,5639.077281,5639.1,5640.85,5660.7
9861,42,5646.465474,5646.5,5647.95,5661.55
9863,26,5646.644723,5646.65,5649.1,5663.0
9855,80,5642.275134,5642.3,5643.45,5663.05
9865,64,5650.009302,5650.05,5651.8,5663.4
9871,32,5660.291592,5660.3,5661.55,5664.05
9858,22,5644.92415,5644.95,5646.7,5664.3
9862,74,5646.605009,5646.65,5648.1,5664.8
9875,27,5661.806082,5661.85,5663.3,5666.4
9868,37,5653.240429,5653.25,5654.4,5666.5
9878,57,5663.105903,5663.15,5664.3,5667.1
9872,76,5661.128801,5661.15,5662.3,5668.15
9876,29,5662.19356,5662.2,5663.65,5669.15
9880,23,5663.933095,5663.95,5666.2,5671.15
9870,53,5660.009302,5660.05,5661.2,5671.5
9874,18,5661.574597,5661.6,5662.75,5672.0
9882,78,5666.574597,5666.6,5668.05,5675.05
9877,47,5662.670841,5662.7,5663.85,5676.55
9879,56,5663.52415,5663.55,5665.05,5677.45
9873,39,5661.169589,5661.2,5662.35,5679.15
9886,29,5675.28229,5675.3,5676.45,5679.6
9885,71,5674.537746,5674.55,5675.7,5681.2
9869,79,5659.939177,5659.95,5661.4,5681.6
9887,36,5676.325939,5676.35,5677.8,5681.8
9890,23,5676.971377,5677.0,5678.15,5682.75
9884,34,5673.48873,5673.5,5674.95,5684.45
9889,38,5676.859034,5676.9,5678.45,5686.35
9891,55,5677.275134,5677.3,5678.75,5688.15
9883,30,5673.233989,5673.25,5674.85,5689.85
9881,17,5665.009302,5665.05,5666.5,5690.6
9888,18,5676.703757,5676.75,5678.2,5694.2
9892,67,5677.32093,5677.35,5678.5,5694.4
9894,54,5684.502683,5684.55,5685.7,5694.6
9893,41,5681.788193,5681.8,5682.95,5695.25
9896,33,5688.653667,5688.7,5690.15,5697.2
9898,52,5691.146333,5691.15,5692.9,5698.65
9901,66,5694.243649,5694.25,5695.7,5701.8
9895,53,5685.958497,5686.0,5687.8,5702.6
9897,22,5690.526655,5690.55,5691.7,5707.55
9905,32,5702.532021,5702.55,5703.7,5715.2
9907,51,5704.71127,5704.75,5705.9,5715.6
9903,48,5698.576744,5698.6,5699.75,5715.85
9899,28,5693.586762,5693.6,5694.75,5716.15
9900,24,5694.103399,5694.15,5695.55,5717.85
9926,79,5714.283363,5714.3,5715.45,5718.25
9902,39,5696.080143,5696.1,5697.4,5718.3
9904,23,5699.508408,5699.55,5701.0,5718.5
9910,60,5711.806082,5711.85,5713.5,5718.6
9925,78,5714.283363,5714.3,5715.45,5720.3
9912,63,5714.283363,5714.3,5715.45,5720.9
9927,58,5714.283363,5714.3,5715.85,5721.35
9937,70,5714.283363,5714.3,5716.0,5721.85
9933,67,5714.283363,5714.3,5715.65,5722.3
